"","h_a","xG","xGA","npxG","npxGA","deep","deep_allowed","scored","conceded","xpts","result","date","wins","draws","losses","pts","npxGD","team","ppda_cal","allowed_ppda","cum_points","round","cum_goal","cum_conceded","Referee","HS","HST","HF","HC","HY","HR","AS","AST","AF","AC","AY","AR","B365H","B365D","B365A","HtrgPerc","AtrgPerc","match_id","shots","shots_target","yellow_cards","red_cards","fouls","corners"
"610","a",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-06-24,1,0,0,3,NA,"Everton",NA,NA,41,NA,38,46,"A Madley",9,1,8,6,0,0,12,5,13,5,1,0,3.9,3.6,1.9,0.111111111111111,0.416666666666667,305,12,5,1,0,13,5
"611","h",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-06-24,1,0,0,3,NA,"Wolves",NA,NA,49,NA,44,34,"M Oliver",10,2,11,6,3,0,4,0,11,4,3,0,1.55,4,6,0.2,0,306,10,2,3,0,11,6
"612","a",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-06-24,0,0,1,0,NA,"Bournemouth",NA,NA,27,NA,29,50,"M Oliver",10,2,11,6,3,0,4,0,11,4,3,0,1.55,4,6,0.2,0,306,4,0,3,0,11,4
"613","h",NA,NA,NA,NA,NA,NA,4,0,NA,"w",2020-06-24,1,0,0,3,NA,"Liverpool",NA,NA,86,NA,70,21,"M Atkinson",21,7,7,6,0,0,3,0,5,0,0,0,1.22,6.5,13,0.333333333333333,0,307,21,7,0,0,7,6
"614","a",NA,NA,NA,NA,NA,NA,0,4,NA,"l",2020-06-24,0,0,1,0,NA,"Crystal Palace",NA,NA,42,NA,28,36,"M Atkinson",21,7,7,6,0,0,3,0,5,0,0,0,1.22,6.5,13,0.333333333333333,0,307,3,0,0,0,5,0
"615","h",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-06-25,1,0,0,3,NA,"Burnley",NA,NA,42,NA,35,45,"M Dean",9,5,13,1,1,0,10,4,15,7,0,0,3,3.25,2.45,0.555555555555556,0.4,308,9,5,1,0,13,1
"616","a",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-06-25,0,0,1,0,NA,"Watford",NA,NA,28,NA,28,46,"M Dean",9,5,13,1,1,0,10,4,15,7,0,0,3,3.25,2.45,0.555555555555556,0.4,308,10,4,0,0,15,7
"617","h",NA,NA,NA,NA,NA,NA,0,2,NA,"l",2020-06-25,0,0,1,0,NA,"Southampton",NA,NA,37,NA,38,54,"G Scott",12,3,10,4,0,1,10,5,14,6,2,0,2.6,3.5,2.62,0.25,0.5,309,12,3,0,1,10,4
"618","a",NA,NA,NA,NA,NA,NA,2,0,NA,"w",2020-06-25,1,0,0,3,NA,"Arsenal",NA,NA,43,NA,43,41,"G Scott",12,3,10,4,0,1,10,5,14,6,2,0,2.6,3.5,2.62,0.25,0.5,309,10,5,2,0,14,6
"619","h",NA,NA,NA,NA,NA,NA,2,1,NA,"w",2020-06-25,1,0,0,3,NA,"Chelsea",NA,NA,54,NA,55,41,"S Attwell",15,10,13,5,1,0,11,2,3,7,1,1,4,4,1.8,0.666666666666667,0.181818181818182,310,15,10,1,0,13,5
"620","a",NA,NA,NA,NA,NA,NA,1,2,NA,"l",2020-06-25,0,0,1,0,NA,"Man City",NA,NA,63,NA,77,33,"S Attwell",15,10,13,5,1,0,11,2,3,7,1,1,4,4,1.8,0.666666666666667,0.181818181818182,310,11,2,1,1,3,7
"621","h",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-06-27,0,0,1,0,NA,"Aston Villa",NA,NA,27,NA,36,60,"C Pawson",11,1,16,2,1,0,9,2,16,2,1,0,4.6,3.7,1.75,0.0909090909090909,0.222222222222222,311,11,1,1,0,16,2
"622","a",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-06-27,1,0,0,3,NA,"Wolves",NA,NA,52,NA,45,34,"C Pawson",11,1,16,2,1,0,9,2,16,2,1,0,4.6,3.7,1.75,0.0909090909090909,0.222222222222222,311,9,2,1,0,16,2
"623","h",NA,NA,NA,NA,NA,NA,1,3,NA,"l",2020-06-28,0,0,1,0,NA,"Watford",NA,NA,28,NA,29,49,"M Oliver",8,0,18,5,3,0,11,7,9,3,0,0,2.5,3.3,2.87,0,0.636363636363636,312,8,0,3,0,18,5
"624","a",NA,NA,NA,NA,NA,NA,3,1,NA,"w",2020-06-28,1,0,0,3,NA,"Southampton",NA,NA,40,NA,41,55,"M Oliver",8,0,18,5,3,0,11,7,9,3,0,0,2.5,3.3,2.87,0,0.636363636363636,312,11,7,0,0,9,3
"625","h",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-06-29,0,0,1,0,NA,"Crystal Palace",NA,NA,42,NA,28,37,"S Hooper",17,4,12,9,1,0,8,4,13,1,1,0,2.25,3.2,3.4,0.235294117647059,0.5,313,17,4,1,0,12,9
"626","a",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-06-29,1,0,0,3,NA,"Burnley",NA,NA,45,NA,36,45,"S Hooper",17,4,12,9,1,0,8,4,13,1,1,0,2.25,3.2,3.4,0.235294117647059,0.5,313,8,4,1,0,13,1
"627","h",NA,NA,NA,NA,NA,NA,0,3,NA,"l",2020-06-30,0,0,1,0,NA,"Brighton",NA,NA,33,NA,34,44,"A Marriner",8,2,10,4,0,0,12,6,9,5,1,0,6,3.8,1.61,0.25,0.5,314,8,2,0,0,10,4
"628","a",NA,NA,NA,NA,NA,NA,3,0,NA,"w",2020-06-30,1,0,0,3,NA,"Man United",NA,NA,52,NA,51,31,"A Marriner",8,2,10,4,0,0,12,6,9,5,1,0,6,3.8,1.61,0.25,0.5,314,12,6,1,0,9,5
"629","h",NA,NA,NA,NA,NA,NA,4,0,NA,"w",2020-07-01,1,0,0,3,NA,"Arsenal",NA,NA,46,NA,47,41,"P Bankes",13,8,10,6,1,0,8,2,10,2,4,0,1.44,4.75,7,0.615384615384615,0.25,315,13,8,1,0,10,6
"630","a",NA,NA,NA,NA,NA,NA,0,4,NA,"l",2020-07-01,0,0,1,0,NA,"Norwich",NA,NA,21,NA,25,60,"P Bankes",13,8,10,6,1,0,8,2,10,2,4,0,1.44,4.75,7,0.615384615384615,0.25,315,8,2,4,0,10,2
"631","h",NA,NA,NA,NA,NA,NA,1,4,NA,"l",2020-07-01,0,0,1,0,NA,"Bournemouth",NA,NA,27,NA,30,54,"K Friend",12,1,11,6,2,0,12,7,10,3,0,0,2.4,3.1,3.2,0.0833333333333333,0.583333333333333,316,12,1,2,0,11,6
"632","a",NA,NA,NA,NA,NA,NA,4,1,NA,"w",2020-07-01,1,0,0,3,NA,"Newcastle United",NA,NA,42,NA,33,43,"K Friend",12,1,11,6,2,0,12,7,10,3,0,0,2.4,3.1,3.2,0.0833333333333333,0.583333333333333,316,12,7,0,0,10,3
"633","h",NA,NA,NA,NA,NA,NA,2,1,NA,"w",2020-07-01,1,0,0,3,NA,"Everton",NA,NA,44,NA,40,47,"D Coote",7,2,13,3,1,0,15,3,10,5,1,0,2.5,3.3,2.9,0.285714285714286,0.2,317,7,2,1,0,13,3
"634","a",NA,NA,NA,NA,NA,NA,1,2,NA,"l",2020-07-01,0,0,1,0,NA,"Leicester",NA,NA,55,NA,60,31,"D Coote",7,2,13,3,1,0,15,3,10,5,1,0,2.5,3.3,2.9,0.285714285714286,0.2,317,15,3,1,0,10,5
"635","h",NA,NA,NA,NA,NA,NA,3,2,NA,"w",2020-07-01,1,0,0,3,NA,"West Ham",NA,NA,30,NA,38,56,"M Atkinson",10,4,10,2,2,0,17,6,9,3,1,0,5.5,4.33,1.57,0.4,0.352941176470588,318,10,4,2,0,10,2
"636","a",NA,NA,NA,NA,NA,NA,2,3,NA,"l",2020-07-01,0,0,1,0,NA,"Chelsea",NA,NA,54,NA,57,44,"M Atkinson",10,4,10,2,2,0,17,6,9,3,1,0,5.5,4.33,1.57,0.4,0.352941176470588,318,17,6,1,0,9,3
"637","h",NA,NA,NA,NA,NA,NA,3,1,NA,"w",2020-07-02,1,0,0,3,NA,"Sheffield United",NA,NA,47,NA,33,32,"C Kavanagh",7,5,13,1,2,0,9,2,13,6,0,0,4.2,3.4,1.95,0.714285714285714,0.222222222222222,319,7,5,2,0,13,1
"638","a",NA,NA,NA,NA,NA,NA,1,3,NA,"l",2020-07-02,0,0,1,0,NA,"Tottenham",NA,NA,45,NA,51,44,"C Kavanagh",7,5,13,1,2,0,9,2,13,6,0,0,4.2,3.4,1.95,0.714285714285714,0.222222222222222,319,9,2,0,0,13,6
"639","h",NA,NA,NA,NA,NA,NA,4,0,NA,"w",2020-07-02,1,0,0,3,NA,"Man City",NA,NA,66,NA,81,33,"A Taylor",14,6,8,3,2,0,11,3,7,3,2,0,2.05,3.9,3.3,0.428571428571429,0.272727272727273,320,14,6,2,0,8,3
"640","a",NA,NA,NA,NA,NA,NA,0,4,NA,"l",2020-07-02,0,0,1,0,NA,"Liverpool",NA,NA,86,NA,70,25,"A Taylor",14,6,8,3,2,0,11,3,7,3,2,0,2.05,3.9,3.3,0.428571428571429,0.272727272727273,320,11,3,2,0,7,3
"641","h",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-07-04,0,0,1,0,NA,"Norwich",NA,NA,21,NA,25,61,"S Attwell",12,1,11,0,2,0,8,2,13,2,2,0,3.3,3.4,2.2,0.0833333333333333,0.25,321,12,1,2,0,11,0
"642","a",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-07-04,1,0,0,3,NA,"Brighton",NA,NA,36,NA,35,44,"S Attwell",12,1,11,0,2,0,8,2,13,2,2,0,3.3,3.4,2.2,0.0833333333333333,0.25,321,8,2,2,0,13,2
"643","h",NA,NA,NA,NA,NA,NA,3,0,NA,"w",2020-07-04,1,0,0,3,NA,"Leicester",NA,NA,58,NA,63,31,"J Moss",15,4,18,3,2,0,7,1,8,7,1,0,1.66,3.6,5.75,0.266666666666667,0.142857142857143,322,15,4,2,0,18,3
"644","a",NA,NA,NA,NA,NA,NA,0,3,NA,"l",2020-07-04,0,0,1,0,NA,"Crystal Palace",NA,NA,42,NA,28,40,"J Moss",15,4,18,3,2,0,7,1,8,7,1,0,1.66,3.6,5.75,0.266666666666667,0.142857142857143,322,7,1,1,0,8,7
"645","h",NA,NA,NA,NA,NA,NA,5,2,NA,"w",2020-07-04,1,0,0,3,NA,"Man United",NA,NA,55,NA,56,33,"M Dean",19,10,13,8,0,0,7,3,12,3,1,0,1.16,7.5,17,0.526315789473684,0.428571428571429,323,19,10,0,0,13,8
"646","a",NA,NA,NA,NA,NA,NA,2,5,NA,"l",2020-07-04,0,0,1,0,NA,"Bournemouth",NA,NA,27,NA,32,59,"M Dean",19,10,13,8,0,0,7,3,12,3,1,0,1.16,7.5,17,0.526315789473684,0.428571428571429,323,7,3,1,0,12,3
"647","h",NA,NA,NA,NA,NA,NA,0,2,NA,"l",2020-07-04,0,0,1,0,NA,"Wolves",NA,NA,52,NA,45,36,"M Oliver",10,1,6,3,2,0,8,5,11,5,4,0,2.25,3.4,3.25,0.1,0.625,324,10,1,2,0,6,3
"648","a",NA,NA,NA,NA,NA,NA,2,0,NA,"w",2020-07-04,1,0,0,3,NA,"Arsenal",NA,NA,49,NA,49,41,"M Oliver",10,1,6,3,2,0,8,5,11,5,4,0,2.25,3.4,3.25,0.1,0.625,324,8,5,4,0,11,5
"649","h",NA,NA,NA,NA,NA,NA,3,0,NA,"w",2020-07-04,1,0,0,3,NA,"Chelsea",NA,NA,57,NA,60,44,"K Friend",21,9,9,5,0,0,7,3,12,3,2,0,1.4,4.75,8,0.428571428571429,0.428571428571429,325,21,9,0,0,9,5
"650","a",NA,NA,NA,NA,NA,NA,0,3,NA,"l",2020-07-04,0,0,1,0,NA,"Watford",NA,NA,28,NA,29,52,"K Friend",21,9,9,5,0,0,7,3,12,3,2,0,1.4,4.75,8,0.428571428571429,0.428571428571429,325,7,3,2,0,12,3
"651","h",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-05,0,1,0,1,NA,"Burnley",NA,NA,46,NA,37,46,"P Bankes",9,4,8,3,0,0,10,3,14,9,0,0,2.9,3,2.7,0.444444444444444,0.3,326,9,4,0,0,8,3
"652","a",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-05,0,1,0,1,NA,"Sheffield United",NA,NA,48,NA,34,33,"P Bankes",9,4,8,3,0,0,10,3,14,9,0,0,2.9,3,2.7,0.444444444444444,0.3,326,10,3,0,0,14,9
"653","h",NA,NA,NA,NA,NA,NA,2,2,NA,"d",2020-07-05,0,1,0,1,NA,"Newcastle United",NA,NA,43,NA,35,45,"C Pawson",11,4,9,6,0,0,17,7,11,4,0,0,2.6,3.3,2.75,0.363636363636364,0.411764705882353,327,11,4,0,0,9,6
"654","a",NA,NA,NA,NA,NA,NA,2,2,NA,"d",2020-07-05,0,1,0,1,NA,"West Ham",NA,NA,31,NA,40,58,"C Pawson",11,4,9,6,0,0,17,7,11,4,0,0,2.6,3.3,2.75,0.363636363636364,0.411764705882353,327,17,7,0,0,11,4
"655","h",NA,NA,NA,NA,NA,NA,2,0,NA,"w",2020-07-05,1,0,0,3,NA,"Liverpool",NA,NA,89,NA,72,25,"P Tierney",6,4,18,7,1,0,9,3,8,5,1,0,1.33,5.5,8.5,0.666666666666667,0.333333333333333,328,6,4,1,0,18,7
"656","a",NA,NA,NA,NA,NA,NA,0,2,NA,"l",2020-07-05,0,0,1,0,NA,"Aston Villa",NA,NA,27,NA,36,62,"P Tierney",6,4,18,7,1,0,9,3,8,5,1,0,1.33,5.5,8.5,0.666666666666667,0.333333333333333,328,9,3,1,0,8,5
"657","h",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-07-05,1,0,0,3,NA,"Southampton",NA,NA,43,NA,42,55,"A Marriner",8,4,6,2,1,0,26,6,7,13,2,0,8.5,6,1.3,0.5,0.230769230769231,329,8,4,1,0,6,2
"658","a",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-07-05,0,0,1,0,NA,"Man City",NA,NA,66,NA,81,34,"A Marriner",8,4,6,2,1,0,26,6,7,13,2,0,8.5,6,1.3,0.5,0.230769230769231,329,26,6,2,0,7,13
"659","h",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-07-06,1,0,0,3,NA,"Tottenham",NA,NA,48,NA,52,44,"G Scott",12,2,14,5,3,0,11,3,18,6,2,0,2.1,3.5,3.4,0.166666666666667,0.272727272727273,330,12,2,3,0,14,5
"660","a",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-07-06,0,0,1,0,NA,"Everton",NA,NA,44,NA,40,48,"G Scott",12,2,14,5,3,0,11,3,18,6,2,0,2.1,3.5,3.4,0.166666666666667,0.272727272727273,330,11,3,2,0,18,6
"661","h",NA,NA,NA,NA,NA,NA,2,3,NA,"l",2020-07-07,0,0,1,0,NA,"Crystal Palace",NA,NA,42,NA,30,43,"D Coote",13,4,11,7,1,0,14,6,10,9,0,0,8.5,4.5,1.4,0.307692307692308,0.428571428571429,331,13,4,1,0,11,7
"662","a",NA,NA,NA,NA,NA,NA,3,2,NA,"w",2020-07-07,1,0,0,3,NA,"Chelsea",NA,NA,60,NA,63,46,"D Coote",13,4,11,7,1,0,14,6,10,9,0,0,8.5,4.5,1.4,0.307692307692308,0.428571428571429,331,14,6,0,0,10,9
"663","h",NA,NA,NA,NA,NA,NA,2,1,NA,"w",2020-07-07,1,0,0,3,NA,"Watford",NA,NA,31,NA,31,53,"A Taylor",9,4,11,4,2,0,12,3,15,3,4,0,1.7,3.75,5,0.444444444444444,0.25,332,9,4,2,0,11,4
"664","a",NA,NA,NA,NA,NA,NA,1,2,NA,"l",2020-07-07,0,0,1,0,NA,"Norwich",NA,NA,21,NA,26,63,"A Taylor",9,4,11,4,2,0,12,3,15,3,4,0,1.7,3.75,5,0.444444444444444,0.25,332,12,3,4,0,15,3
"665","h",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-07,0,1,0,1,NA,"Arsenal",NA,NA,50,NA,50,42,"C Kavanagh",11,7,10,10,1,1,13,5,14,1,0,0,2.3,3.5,3,0.636363636363636,0.384615384615385,333,11,7,1,1,10,10
"666","a",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-07,0,1,0,1,NA,"Leicester",NA,NA,59,NA,64,32,"C Kavanagh",11,7,10,10,1,1,13,5,14,1,0,0,2.3,3.5,3,0.636363636363636,0.384615384615385,333,13,5,0,0,14,1
"667","h",NA,NA,NA,NA,NA,NA,5,0,NA,"w",2020-07-08,1,0,0,3,NA,"Man City",NA,NA,69,NA,86,34,"A Madley",23,9,12,8,0,0,6,1,7,1,0,0,1.12,9,21,0.391304347826087,0.166666666666667,334,23,9,0,0,12,8
"668","a",NA,NA,NA,NA,NA,NA,0,5,NA,"l",2020-07-08,0,0,1,0,NA,"Newcastle United",NA,NA,43,NA,35,50,"A Madley",23,9,12,8,0,0,6,1,7,1,0,0,1.12,9,21,0.391304347826087,0.166666666666667,334,6,1,0,0,7,1
"669","h",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-07-08,1,0,0,3,NA,"Sheffield United",NA,NA,51,NA,35,33,"M Atkinson",7,3,5,6,2,0,6,1,6,1,0,0,3.8,3.2,2.1,0.428571428571429,0.166666666666667,335,7,3,2,0,5,6
"670","a",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-07-08,0,0,1,0,NA,"Wolves",NA,NA,52,NA,45,37,"M Atkinson",7,3,5,6,2,0,6,1,6,1,0,0,3.8,3.2,2.1,0.428571428571429,0.166666666666667,335,6,1,0,0,6,1
"671","h",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-07-08,0,0,1,0,NA,"West Ham",NA,NA,31,NA,40,59,"M Oliver",21,5,7,10,1,0,8,4,7,3,1,0,2,3.4,3.9,0.238095238095238,0.5,336,21,5,1,0,7,10
"672","a",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-07-08,1,0,0,3,NA,"Burnley",NA,NA,49,NA,38,46,"M Oliver",21,5,7,10,1,0,8,4,7,3,1,0,2,3.4,3.9,0.238095238095238,0.5,336,8,4,1,0,7,3
"673","h",NA,NA,NA,NA,NA,NA,1,3,NA,"l",2020-07-08,0,0,1,0,NA,"Brighton",NA,NA,36,NA,36,47,"C Pawson",12,2,7,6,1,0,19,8,15,10,4,0,6,4.33,1.53,0.166666666666667,0.421052631578947,337,12,2,1,0,7,6
"674","a",NA,NA,NA,NA,NA,NA,3,1,NA,"w",2020-07-08,1,0,0,3,NA,"Liverpool",NA,NA,92,NA,75,26,"C Pawson",12,2,7,6,1,0,19,8,15,10,4,0,6,4.33,1.53,0.166666666666667,0.421052631578947,337,19,8,4,0,15,10
"675","h",NA,NA,NA,NA,NA,NA,0,0,NA,"d",2020-07-09,0,1,0,1,NA,"Bournemouth",NA,NA,28,NA,32,59,"P Tierney",9,2,11,8,3,0,9,0,14,12,2,0,5.25,3.8,1.66,0.222222222222222,0,338,9,2,3,0,11,8
"676","a",NA,NA,NA,NA,NA,NA,0,0,NA,"d",2020-07-09,0,1,0,1,NA,"Tottenham",NA,NA,49,NA,52,44,"P Tierney",9,2,11,8,3,0,9,0,14,12,2,0,5.25,3.8,1.66,0.222222222222222,0,338,9,0,2,0,14,12
"677","h",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-09,0,1,0,1,NA,"Everton",NA,NA,45,NA,41,49,"L Mason",11,4,13,3,3,0,17,4,14,5,3,0,2.05,3.5,3.6,0.363636363636364,0.235294117647059,339,11,4,3,0,13,3
"678","a",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-09,0,1,0,1,NA,"Southampton",NA,NA,44,NA,43,56,"L Mason",11,4,13,3,3,0,17,4,14,5,3,0,2.05,3.5,3.6,0.363636363636364,0.235294117647059,339,17,4,3,0,14,5
"679","h",NA,NA,NA,NA,NA,NA,0,3,NA,"l",2020-07-09,0,0,1,0,NA,"Aston Villa",NA,NA,27,NA,36,65,"J Moss",9,1,7,3,2,0,14,6,13,5,3,0,9,5.25,1.33,0.111111111111111,0.428571428571429,340,9,1,2,0,7,3
"680","a",NA,NA,NA,NA,NA,NA,3,0,NA,"w",2020-07-09,1,0,0,3,NA,"Man United",NA,NA,58,NA,59,33,"J Moss",9,1,7,3,2,0,14,6,13,5,3,0,9,5.25,1.33,0.111111111111111,0.428571428571429,340,14,6,3,0,13,5
"681","h",NA,NA,NA,NA,NA,NA,0,4,NA,"l",2020-07-11,0,0,1,0,NA,"Norwich",NA,NA,21,NA,26,67,"K Friend",11,2,9,1,1,0,19,7,8,6,0,0,3.75,3.75,1.95,0.181818181818182,0.368421052631579,341,11,2,1,0,9,1
"682","a",NA,NA,NA,NA,NA,NA,4,0,NA,"w",2020-07-11,1,0,0,3,NA,"West Ham",NA,NA,34,NA,44,59,"K Friend",11,2,9,1,1,0,19,7,8,6,0,0,3.75,3.75,1.95,0.181818181818182,0.368421052631579,341,19,7,0,0,8,6
"683","h",NA,NA,NA,NA,NA,NA,2,1,NA,"w",2020-07-11,1,0,0,3,NA,"Watford",NA,NA,34,NA,33,54,"C Pawson",17,5,23,2,1,0,8,4,15,4,4,0,1.8,3.6,4.5,0.294117647058824,0.5,342,17,5,1,0,23,2
"684","a",NA,NA,NA,NA,NA,NA,1,2,NA,"l",2020-07-11,0,0,1,0,NA,"Newcastle United",NA,NA,43,NA,36,52,"C Pawson",17,5,23,2,1,0,8,4,15,4,4,0,1.8,3.6,4.5,0.294117647058824,0.5,342,8,4,4,0,15,4
"685","h",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-11,0,1,0,1,NA,"Liverpool",NA,NA,93,NA,76,27,"D Coote",23,9,7,12,1,0,6,2,4,6,2,0,1.22,6.5,12,0.391304347826087,0.333333333333333,343,23,9,1,0,7,12
"686","a",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-11,0,1,0,1,NA,"Burnley",NA,NA,50,NA,39,47,"D Coote",23,9,7,12,1,0,6,2,4,6,2,0,1.22,6.5,12,0.391304347826087,0.333333333333333,343,6,2,2,0,4,6
"687","h",NA,NA,NA,NA,NA,NA,3,0,NA,"w",2020-07-11,1,0,0,3,NA,"Sheffield United",NA,NA,54,NA,38,33,"A Marriner",9,4,8,4,1,0,15,4,6,6,0,0,6,3.8,1.6,0.444444444444444,0.266666666666667,344,9,4,1,0,8,4
"688","a",NA,NA,NA,NA,NA,NA,0,3,NA,"l",2020-07-11,0,0,1,0,NA,"Chelsea",NA,NA,60,NA,63,49,"A Marriner",9,4,8,4,1,0,15,4,6,6,0,0,6,3.8,1.6,0.444444444444444,0.266666666666667,344,15,4,0,0,6,6
"689","h",NA,NA,NA,NA,NA,NA,0,5,NA,"l",2020-07-11,0,0,1,0,NA,"Brighton",NA,NA,36,NA,36,52,"G Scott",3,0,7,2,1,0,26,8,3,7,0,0,10,5.5,1.28,0,0.307692307692308,345,3,0,1,0,7,2
"690","a",NA,NA,NA,NA,NA,NA,5,0,NA,"w",2020-07-11,1,0,0,3,NA,"Man City",NA,NA,72,NA,91,34,"G Scott",3,0,7,2,1,0,26,8,3,7,0,0,10,5.5,1.28,0,0.307692307692308,345,26,8,0,0,3,7
"691","h",NA,NA,NA,NA,NA,NA,3,0,NA,"w",2020-07-12,1,0,0,3,NA,"Wolves",NA,NA,55,NA,48,37,"A Taylor",14,7,9,5,0,0,6,2,9,2,2,0,2.05,3.3,3.8,0.5,0.333333333333333,346,14,7,0,0,9,5
"692","a",NA,NA,NA,NA,NA,NA,0,3,NA,"l",2020-07-12,0,0,1,0,NA,"Everton",NA,NA,45,NA,41,52,"A Taylor",14,7,9,5,0,0,6,2,9,2,2,0,2.05,3.3,3.8,0.5,0.333333333333333,346,6,2,2,0,9,2
"693","h",NA,NA,NA,NA,NA,NA,2,0,NA,"w",2020-07-12,1,0,0,3,NA,"Aston Villa",NA,NA,30,NA,38,65,"M Atkinson",12,9,21,5,2,0,9,5,21,1,4,1,2.25,3.3,3.3,0.75,0.555555555555556,347,12,9,2,0,21,5
"694","a",NA,NA,NA,NA,NA,NA,0,2,NA,"l",2020-07-12,0,0,1,0,NA,"Crystal Palace",NA,NA,42,NA,30,45,"M Atkinson",12,9,21,5,2,0,9,5,21,1,4,1,2.25,3.3,3.3,0.75,0.555555555555556,347,9,5,4,1,21,1
"695","h",NA,NA,NA,NA,NA,NA,2,1,NA,"w",2020-07-12,1,0,0,3,NA,"Tottenham",NA,NA,52,NA,54,45,"M Oliver",15,9,16,6,5,0,13,4,11,5,3,0,2.62,3.4,2.7,0.6,0.307692307692308,348,15,9,5,0,16,6
"696","a",NA,NA,NA,NA,NA,NA,1,2,NA,"l",2020-07-12,0,0,1,0,NA,"Arsenal",NA,NA,50,NA,51,44,"M Oliver",15,9,16,6,5,0,13,4,11,5,3,0,2.62,3.4,2.7,0.6,0.307692307692308,348,13,4,3,0,11,5
"697","h",NA,NA,NA,NA,NA,NA,4,1,NA,"w",2020-07-12,1,0,0,3,NA,"Bournemouth",NA,NA,31,NA,36,60,"S Attwell",10,4,11,2,2,0,13,5,12,6,1,1,5.25,3.8,1.66,0.4,0.384615384615385,349,10,4,2,0,11,2
"698","a",NA,NA,NA,NA,NA,NA,1,4,NA,"l",2020-07-12,0,0,1,0,NA,"Leicester",NA,NA,59,NA,65,36,"S Attwell",10,4,11,2,2,0,13,5,12,6,1,1,5.25,3.8,1.66,0.4,0.384615384615385,349,13,5,1,1,12,6
"699","h",NA,NA,NA,NA,NA,NA,2,2,NA,"d",2020-07-13,0,1,0,1,NA,"Man United",NA,NA,59,NA,61,35,"C Kavanagh",8,4,14,4,1,0,9,5,15,6,3,0,1.3,5.5,10,0.5,0.555555555555556,350,8,4,1,0,14,4
"700","a",NA,NA,NA,NA,NA,NA,2,2,NA,"d",2020-07-13,0,1,0,1,NA,"Southampton",NA,NA,45,NA,45,58,"C Kavanagh",8,4,14,4,1,0,9,5,15,6,3,0,1.3,5.5,10,0.5,0.555555555555556,350,9,5,3,0,15,6
"701","h",NA,NA,NA,NA,NA,NA,1,0,NA,"w",2020-07-14,1,0,0,3,NA,"Chelsea",NA,NA,63,NA,64,49,"J Moss",22,6,10,8,2,0,2,0,9,1,2,0,1.12,9.5,17,0.272727272727273,0,351,22,6,2,0,10,8
"702","a",NA,NA,NA,NA,NA,NA,0,1,NA,"l",2020-07-14,0,0,1,0,NA,"Norwich",NA,NA,21,NA,26,68,"J Moss",22,6,10,8,2,0,2,0,9,1,2,0,1.12,9.5,17,0.272727272727273,0,351,2,0,2,0,9,1
"703","h",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-15,0,1,0,1,NA,"Burnley",NA,NA,51,NA,40,48,"M Dean",9,1,10,3,0,0,14,5,8,8,0,0,4.5,3.3,1.9,0.111111111111111,0.357142857142857,352,9,1,0,0,10,3
"704","a",NA,NA,NA,NA,NA,NA,1,1,NA,"d",2020-07-15,0,1,0,1,NA,"Wolves",NA,NA,56,NA,49,38,"M Dean",9,1,10,3,0,0,14,5,8,8,0,0,4.5,3.3,1.9,0.111111111111111,0.357142857142857,352,14,5,0,0,8,8
"705","h",NA,NA,NA,NA,NA,NA,2,1,NA,"w",2020-07-15,1,0,0,3,NA,"Man City",NA,NA,75,NA,93,35,"L Mason",8,4,10,3,1,0,15,3,10,5,1,0,1.14,8.5,17,0.5,0.2,353,8,4,1,0,10,3
"706","a",NA,NA,NA,NA,NA,NA,1,2,NA,"l",2020-07-15,0,0,1,0,NA,"Bournemouth",NA,NA,31,NA,37,62,"L Mason",8,4,10,3,1,0,15,3,10,5,1,0,1.14,8.5,17,0.5,0.2,353,15,3,1,0,10,5
